,Geography,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),18 years and over,21 years and over,65 years and over,One race,Two or more races,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Hispanic or Latino (of any race),Not Hispanic or Latino,Total housing units_x,YEAR,Total households,Households with one or more people under 18 years,Households with one or more people 65 years and over,Average household size,Males 15 years and over,"Never married, Males 15 years and over","Now married, except separated, Males 15 years and over","Separated, Males 15 years and over","Widowed, Males 15 years and over","Divorced, Males 15 years and over",Females 15 years and over,"Never married, Females 15 years and over","Now married, except separated, Females 15 years and over","Separated, Females 15 years and over","Widowed, Females 15 years and over","Divorced, Females 15 years and over",Population 3 years and over enrolled in school,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Native,Foreign born,Language other than English,Population 16 years and over,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Civilian employed population 16 years and over,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Median family income (dollars),Mean family income (dollars),Per capita income (dollars),Civilian noninstitutionalized population,With health insurance coverage,With private health insurance,With public coverage,No health insurance coverage,Total housing units_y,Occupied housing units,Vacant housing units,Homeowner vacancy rate,Rental vacancy rate,Median rooms,"Median (dollars), Value",Owner-occupied units,Housing units with a mortgage,Housing units without a mortgage,"Median (dollars), Rent",No rent paid
40,0400000US06,California,37325068,18561020,18764048,2543777,2503818,2577389,2788579,2794188,5343359,5199915,5224402,2209203,1839932,2312897,1381604,606005,35.2,28042262,26315001,4300506,35778217,1546851,24535918,2645965,680400,5545814,269476,5334489,14024109,23300959,13667226,2012,12466331,4635148,3034715,2.93,14662725,5778554,7123855,276146,311362,1172808,15037359,4819717,6913168,407537,1221077,1675860,10586545,24117317,2487399,2090094,4988559,5345201,1861509,4667570,2676985,27220329,10104739,15130082,29163075,18821426,18673806,16614362,2059444,147620,10341649,16614362,6099725,3048332,4102112,1552809,1811384,69883,94829,29551,36783532,30246600,22783161,10562835,6536932,13667226,12466331,1200895,2.1,5.0,5.1,383900,6978397,5239574,1738823,1209,175529
41,0400000US06,California,38066920,18911519,19155401,2521299,2531195,2552173,2709174,2887213,5513196,5175688,5248476,2327383,1983216,2553063,1417512,647332,35.6,28854632,27145028,4617907,36368747,1698173,25049792,2697319,707548,5846268,299503,5328475,14534449,23532471,13781929,2013,12542460,4613728,3128350,2.94,14836120,5891713,7154318,281977,314930,1193182,15212647,4932296,6948021,414072,1221063,1697195,10600340,24455010,2501496,2085785,5066034,5404742,1895918,4753446,2747589,27483342,10175839,15348831,29516595,18946244,18804519,16635854,2168665,141725,10570351,16635854,6132193,3096848,4056554,1536448,1813811,69661,94926,29527,37130876,30529357,22662338,10964848,6601519,13726869,12542460,1184409,1.8,4.9,5.1,366400,6939104,5162067,1777037,1224,177835
42,0400000US06,California,37659181,18726468,18932713,2527752,2517928,2564734,2750118,2843639,5420158,5172373,5233774,2267776,1914064,2426218,1391398,629249,35.4,28416963,26692855,4446865,36031822,1627359,24810734,2666095,691892,5680754,285151,5302616,14270345,23388836,13726869,2014,12617280,4602710,3233444,2.95,15026838,6003778,7205440,283643,321135,1212842,15435415,5055547,7007091,418512,1228437,1725828,10602974,24865866,2523377,2079609,5153257,5465764,1934950,4870524,2838385,27776284,10290636,15553189,29934838,19108876,18975006,16890442,2084564,133870,10825962,16890442,6258807,3159432,4074214,1549507,1848482,70187,96357,29906,37551064,31283265,22837279,11580478,6267799,13781929,12617280,1164649,1.6,4.6,5.1,371400,6908925,5088986,1819939,1243,181795
43,0400000US06,California,38654206,19200970,19453236,2499561,2538872,2536895,2633446,2891020,5701167,5159031,5215194,2418507,2083531,2822406,1475866,678710,36.0,29513923,27849757,4976982,36867047,1787159,25159975,2723286,728094,6122435,305202,5575498,14903982,23750224,13911737,2015,12717801,4586275,3343861,2.96,15210523,6108337,7272004,282666,324149,1223367,15621099,5157610,7065847,419634,1235156,1742852,10579176,25257858,2532521,2067120,5231824,5516887,1970322,5002596,2936588,28031378,10390086,15767634,30312429,19269449,19137441,17246360,1891081,132008,11042980,17246360,6433784,3237583,4089885,1580821,1904287,70720,97665,30318,37912312,32338467,23202289,12356668,5573845,13845790,12717801,1127989,1.4,4.1,5.1,385500,6909176,5035714,1873462,1255,186232
44,0400000US06,California,38421464,19087135,19334329,2511776,2535231,2542835,2667596,2906168,5614338,5177929,5246215,2385261,2036795,2688470,1446913,661937,35.8,29247121,27559310,4797320,36686567,1734897,25179712,2710216,719301,6001393,301831,5411623,14750686,23670778,13845790,2016,12807387,4567578,3465630,2.95,15332432,6164931,7342616,277559,327152,1220174,15746446,5221591,7132174,411194,1235939,1745548,10551711,25554412,2524636,2048327,5260904,5548479,1995579,5136043,3040444,28216576,10437630,15910680,30565746,19391320,19260868,17577142,1683726,130452,11174426,17577142,6618546,3292699,4117361,1600708,1947828,72952,101373,31458,38151997,33347804,23584092,13098930,4804193,13911737,12807387,1104350,1.3,3.8,5.1,409300,6929007,5000119,1928888,1297,186034
45,0400000US06,California,39148760,19453769,19694991,2480679,2499319,2556669,2583578,2809630,5904012,5185165,5155853,2465921,2192477,3061431,1552456,701570,36.3,30075105,28455836,5315457,37266533,1882227,25093593,2753574,757628,6431018,316802,5867118,15221577,23927183,14084824,2017,12888128,4540623,3574535,2.96,15503424,6251626,7434995,268731,331899,1216173,15916228,5301491,7225748,400661,1236596,1751732,10518223,25950818,2510370,2033160,5345542,5586071,2021944,5291984,3161747,28464359,10518488,16071014,30910058,19612777,19485061,17993915,1491146,127716,11297281,17993915,6852750,3358297,4159589,1634116,1989163,76975,106970,33128,38488069,34446673,24089554,13779925,4041396,13996299,12888128,1108171,1.2,3.6,5.1,443400,7024315,5022376,2001939,1358,185648
46,0400000US06,California,38982847,19366579,19616268,2493545,2526231,2543419,2609110,2859724,5822872,5180070,5202333,2453244,2143851,2946809,1509528,692111,36.1,29868127,28224727,5148448,37148133,1834714,25129934,2737283,740935,6306438,310720,5774603,15105860,23876987,13996299,2018,12965435,4510547,3688694,2.96,15603374,6301080,7500420,262909,333962,1205003,16008719,5350456,7283379,387199,1238940,1748745,10468812,26218885,2471189,2004376,5391120,5582150,2051313,5445781,3272956,28611231,10537529,16181010,31109195,19758291,19630514,18309012,1321502,127777,11350904,18309012,7076526,3393502,3968498,1653964,2216522,81416,113046,35021,38653948,35373781,24501734,14387695,3280167,14084824,12965435,1119389,1.2,3.5,5.1,475900,7085435,5022699,2062736,1429,185059
47,0400000US06,California,39283497,19526298,19757199,2451528,2468226,2575463,2565170,2751567,5967864,5205887,5101422,2473228,2237101,3172271,1600241,713529,36.5,30261351,28663349,5486041,37360833,1922664,25048942,2766478,762733,6551732,323042,5944874,15327688,23955809,14175976,2019,13044266,4482879,3803822,2.95,15695362,6343459,7559757,256927,334237,1200982,16092918,5389443,7338340,377615,1241238,1746282,10423307,26471543,2432994,1985681,5423462,5574857,2073823,5603047,3377679,28736287,10547210,16292017,31284669,19921547,19790474,18591241,1199233,131073,11363122,18591241,7297519,3433357,3948186,1675325,2236854,85837,119126,36955,38787337,35872267,24742908,14726131,2915070,14175976,13044266,1131710,1.1,3.6,5.1,505000,7154580,5030939,2123641,1503,181738
48,0400000US06,California,39346023,19562882,19783141,2409082,2431647,2597443,2548072,2694636,6007913,5233903,5039155,2485487,2254188,3270380,1609373,764744,36.7,30389382,28814732,5644497,36224007,3122016,24826054,2806900,806874,6764118,334713,7200976,15380929,23965094,14210945,2020,13103114,4450118,3923027,2.94,15759027,6391307,7594292,251847,332793,1188788,16148824,5447418,7354426,365403,1232039,1749538,10331447,26665143,2367996,1918542,5431385,5566520,2123827,5764827,3492046,28882205,10463818,16211086,31403964,20016955,19875973,18646894,1229079,140982,11387009,18646894,7517770,3376613,3903884,1638447,2210180,89798,124332,38576,38838726,36032553,24962786,14750621,2806173,14210945,13103114,1107831,1.1,3.7,5.1,538500,7241318,5035650,2205668,1586,183780
49,0400000US06,California,39455353,19714044,19741309,2350335,2434113,2658361,2588625,2626849,5941622,5341049,5043403,2502174,2298943,3363447,1581471,724961,37.0,30462921,28890148,5669879,35220136,4235217,24407973,2827328,920261,6847247,333632,8703265,15593787,23861566,14328539,2021,13217586,4462011,3977705,2.92,15902151,6465274,7665539,251403,328133,1191802,16110393,5504883,7317977,358781,1189681,1739071,10300687,26797070,2342364,1893671,5477154,5496578,2135865,5855383,3596055,29000404,10454949,16271728,31499704,20129162,19980462,18676721,1303741,148700,11370542,18676721,7675562,3311184,3812112,1654532,2223331,95971,132761,41276,38946377,36146100,25059591,14781015,2800277,14328539,13217586,1110953,1.0,3.9,5.1,573200,7335247,5075316,2259931,1698,184511
50,0400000US08,Colorado,5042853,2529614,2513239,340829,348656,330838,340530,353131,730849,703443,735982,329302,270950,316420,170889,71034,36.1,3822574,3610994,558343,4876025,166828,4393408,248729,106437,185077,13851,275841,1040478,4002375,2211615,2012,1962753,639842,396207,2.51,2006984,678866,1056312,29432,39844,202530,2015546,536381,1032289,37721,142090,267065,1348573,3328869,141224,194235,744320,760014,268170,780515,440391,4552899,489954,789251,3955983,2749557,2717391,2498972,218419,32166,1206426,2498972,991008,422317,615048,245650,224949,72455,92254,31039,4949633,4191752,3499387,1172651,757881,2211615,1962753,248862,2.2,6.5,5.7,236800,1293951,974369,319582,915,24789
51,0400000US08,Colorado,5197580,2608270,2589310,337435,352695,344661,341735,367651,764384,710650,724166,344010,295848,359148,179860,75337,36.2,3962883,3748125,614345,5017374,180206,4523964,263425,110856,200876,16502,279551,1088602,4108978,2238624,2013,1977591,639803,414306,2.53,2041854,701503,1062751,29745,41206,206649,2048691,552661,1040532,38371,141981,275146,1370879,3388783,138240,194797,750237,773730,276955,799431,455393,4623809,495520,802652,4023722,2774490,2741518,2509777,231741,32972,1249232,2509777,1001363,433344,612922,236868,225280,72687,92644,31109,5025295,4276487,3512031,1253094,748808,2222782,1977591,245191,2.0,6.1,5.7,236200,1292645,963197,329448,939,25480
52,0400000US08,Colorado,5119329,2568343,2550986,339802,351154,337828,340914,360848,746621,705451,730396,337045,284020,337224,175283,72743,36.1,3891264,3677243,585250,4944294,175035,4457500,255924,108759,192635,15016,280117,1064009,4055320,2222782,2014,1998314,645529,434536,2.54,2078151,721403,1070351,30095,42745,213557,2084638,568737,1049629,39618,142900,283754,1388718,3453403,137769,194477,759335,783753,284385,819675,474009,4690377,507203,820519,4094922,2811701,2779944,2560703,219241,31757,1283221,2560703,1026402,446933,616388,241032,229948,73817,94432,31674,5105164,4394593,3547028,1348159,710571,2238624,1998314,240310,1.8,5.5,5.7,239400,1295048,958148,336900,969,25881
53,0400000US08,Colorado,5359295,2689636,2669659,335492,355338,351831,345616,380668,798010,724366,718538,356419,314977,409242,190638,78160,36.4,4113114,3895222,678040,5175560,183735,4680304,275390,109844,213955,17437,262658,1132292,4227003,2284863,2015,2024468,652223,455190,2.55,2116040,736254,1088514,29049,44488,217735,2122156,583011,1068334,38297,142678,289836,1395787,3520177,135881,191341,767325,790822,292801,847977,494030,4763134,515772,835706,4168824,2852439,2820014,2624436,195578,32425,1316385,2624436,1061083,458252,625353,245817,233931,74826,96206,32217,5187214,4548363,3614783,1452882,638851,2261063,2024468,236595,1.5,5.1,5.7,247800,1302266,955248,347018,1002,25261
54,0400000US08,Colorado,5278906,2648667,2630239,336874,353327,350509,342509,375510,782545,716788,719011,350254,306739,383044,184310,77486,36.3,4037050,3821880,644840,5095426,183480,4608186,268990,111240,209119,17266,263739,1112586,4166320,2261063,2016,2051616,655109,478604,2.56,2156045,753390,1103344,27806,45077,226428,2160589,597410,1088604,37943,143826,292806,1394890,3590350,133525,190166,780033,795294,301602,874953,514777,4834851,524444,851800,4245559,2897359,2864224,2692529,171695,33135,1348200,2692529,1098264,469499,632877,251985,239904,77130,99363,33230,5267878,4695668,3678914,1553563,572210,2284863,2051616,233247,1.3,4.8,5.7,264600,1320617,959882,360735,1057,25558
55,0400000US08,Colorado,5531141,2780831,2750310,335199,355399,359334,354630,377987,849157,749277,715354,363001,331165,455831,201744,83063,36.6,4271322,4052952,740638,5333813,197328,4831669,291116,117613,234847,19996,252710,1184794,4346347,2352202,2017,2082531,657781,499467,2.55,2196515,771395,1123212,27151,46441,228316,2195020,609909,1108756,36582,145092,294681,1390638,3668477,133062,191957,791683,798224,307078,909794,536679,4902943,533576,864637,4320213,2946354,2912932,2760076,152856,33422,1373859,2760076,1138463,476888,636889,257832,250004,80654,104091,34845,5344703,4841392,3750132,1646986,503311,2319737,2082531,237206,1.2,4.8,5.7,286100,1348004,972990,375014,1125,25624
56,0400000US08,Colorado,5436519,2731315,2705204,334250,353481,357253,348183,374875,824458,736447,716635,359741,323800,432280,194990,80126,36.5,4185186,3969129,707396,5247610,188909,4744490,281832,113069,222407,19139,262722,1157200,4279319,2319737,2018,2113387,658570,523400,2.56,2243466,794592,1139066,27819,47696,234293,2237743,630601,1121413,37000,148328,300401,1396806,3748592,133605,189113,803431,803337,314214,944470,560422,4988164,542977,881615,4409148,3012312,2978700,2839374,139326,33612,1396836,2839374,1186757,483668,620318,266469,282162,84540,109258,36415,5439267,4997417,3834101,1739826,441850,2352202,2113387,238815,1.2,4.9,5.7,313600,1371145,983251,387894,1196,24905
57,0400000US08,Colorado,5610349,2823201,2787148,334032,353262,360944,358555,377977,871500,764183,713520,364162,338508,478345,210726,84635,36.7,4349344,4129132,773706,5404625,205724,4896509,300065,120639,243556,21167,254042,1208172,4402177,2386475,2019,2148994,658465,546890,2.56,2287096,812786,1158742,26875,49680,239013,2275015,644220,1141760,36112,150558,302365,1395735,3825579,129123,186628,817452,805339,321903,981017,584117,5063836,546513,889874,4489308,3069631,3035960,2904589,131371,33671,1419677,2904589,1242311,487520,619818,266786,288154,88931,114593,38226,5516337,5095555,3901917,1779763,420782,2386475,2148994,237481,1.1,4.8,5.7,343300,1401735,999647,402088,1271,24852
58,0400000US08,Colorado,5684926,2862153,2822773,330939,348555,364153,362041,378484,892273,783025,709982,370274,336863,500968,213941,93428,36.9,4425895,4201557,808337,5347697,337229,4948790,309449,125039,252624,22372,389106,1231126,4453800,2361372,2020,2137402,647634,567427,2.60,2328666,843076,1163341,27459,49286,245504,2312613,670445,1146631,35454,151771,308312,1388732,3900754,128623,180162,827081,809908,332127,1015989,606864,5145412,539514,876602,4568027,3115754,3079769,2937047,142722,35985,1452273,2937047,1277439,484482,614608,265977,294541,92752,119073,39545,5588760,5152499,3942293,1814299,436261,2361372,2137402,223970,1.0,4.9,5.7,369900,1415324,1001804,413520,1335,24491
59,0400000US08,Colorado,5723176,2895936,2827240,324246,347653,370266,369984,373987,889933,805249,712196,365606,344802,518368,212622,88264,37.1,4460441,4237142,819254,5245106,478070,4958578,315923,143399,259198,22207,539195,1254636,4468540,2454873,2021,2227932,666878,585332,2.52,2361588,843869,1199851,26680,48334,242854,2319423,670013,1165451,34428,145865,303666,1392696,3937040,126724,173896,810976,806415,332860,1051023,635146,5177712,545464,877549,4606399,3157660,3120868,2975830,145038,36792,1448739,2975830,1331694,470806,609367,265459,298504,99270,126852,42807,5629512,5186282,3978697,1820434,443230,2454873,2227932,226941,0.9,5.1,5.7,397500,1473449,1042682,430767,1437,25174
60,0400000US09,Connecticut,3572213,1739522,1832691,200031,221806,238955,254462,225619,421617,485127,570253,238882,205639,258464,166552,84806,40.0,2760001,2605845,509822,3484495,87718,2874530,402249,30710,156916,3616,200109,480185,3092028,1485445,2012,1360184,450264,358336,2.54,1401169,496941,727287,16193,37342,123406,1510252,445060,714797,26712,143113,180570,950754,2431340,109649,158805,677253,429013,177531,494197,384892,3090333,481880,715800,2859923,1949251,1940413,1762707,177706,8838,910672,1762707,721154,306242,428801,133336,173174,87182,116324,37807,3514027,3204546,2633543,983714,309481,1485445,1360184,125261,1.6,7.2,5.7,285900,929560,664223,265337,1044,18123
61,0400000US09,Connecticut,3592053,1750621,1841432,194338,217491,234666,255499,234482,433145,459130,563772,253952,214499,280541,162971,87567,40.3,2796968,2637433,531079,3493256,98797,2869748,416002,31529,169617,4035,208673,512795,3079258,1490381,2013,1355849,442362,364118,2.55,1410786,509794,721386,16400,37574,125632,1518499,456053,710609,26285,141110,184442,951377,2443761,109133,155272,678370,431469,178597,498124,392796,3096374,487187,727241,2879150,1958723,1950121,1759412,190709,8602,920427,1759412,718628,314263,424266,130610,171645,87245,117094,37892,3526628,3212454,2592052,1023850,314174,1486995,1355849,131146,1.6,7.1,5.7,278900,919488,652672,266816,1056,18508
62,0400000US09,Connecticut,3583561,1745364,1838197,197395,220139,236742,255816,229708,428258,469746,568510,246210,210753,269422,164260,86602,40.2,2779516,2620732,520284,3489450,94111,2870078,410684,31430,162352,3856,207708,496939,3086622,1486995,2014,1356206,436108,370932,2.56,1420207,522666,716994,15600,37363,127584,1525351,465423,707858,25051,138870,188149,947192,2455577,106784,150227,677887,431807,180321,506662,401889,3101593,490460,734129,2895925,1962119,1953521,1766934,186587,8598,933806,1766934,729947,316946,419718,130456,169867,88217,119176,38480,3535851,3234041,2566103,1070556,301810,1490381,1356206,134175,1.7,6.9,5.7,274500,913043,644209,268834,1069,18955
